地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2022/12/13,18:58:33.3,父島近海,26°51.7′N,142°48.5′E,35 km,不明,震度１
2022/12/13,12:44:42.2,宮古島近海,24°49.0′N,125°22.7′E,42 km,3.4,震度１
2022/12/13,08:48:48.8,宮古島近海,24°54.6′N,124°47.3′E,14 km,3.6,震度１
2022/12/13,03:15:59.2,北海道東方沖,43°14.8′N,146°55.8′E,47 km,4.0,震度１
2022/12/12,16:17:42.0,秋田県内陸北部,40°01.9′N,140°33.0′E,8 km,3.0,震度１
2022/12/12,14:08:51.1,橘湾,32°40.1′N,130°03.3′E,13 km,2.3,震度１
2022/12/12,06:14:59.5,新島・神津島近海,34°27.2′N,139°16.4′E,9 km,2.8,震度１
2022/12/12,05:29:24.8,岩手県沖,39°19.9′N,142°04.8′E,48 km,4.1,震度２
2022/12/11,21:43:45.4,十勝沖,41°50.3′N,144°16.0′E,17 km,4.6,震度１
2022/12/11,21:03:20.6,十勝沖,41°49.7′N,144°16.1′E,16 km,4.8,震度１
2022/12/11,18:46:37.8,福島県沖,37°12.6′N,141°31.1′E,23 km,4.8,震度３
2022/12/11,10:03:06.8,和歌山県北部,34°14.4′N,135°10.9′E,7 km,2.8,震度１
2022/12/11,06:40:16.3,栃木県北部,36°39.1′N,139°27.5′E,5 km,3.2,震度３
2022/12/11,06:17:33.1,豊後水道,32°58.1′N,132°05.7′E,43 km,3.4,震度１
2022/12/11,05:01:47.8,石川県能登地方,37°31.2′N,137°17.5′E,12 km,2.9,震度１
2022/12/11,02:22:51.7,石川県能登地方,37°31.7′N,137°17.5′E,12 km,3.0,震度１
2022/12/11,00:27:27.9,石川県能登地方,37°31.5′N,137°17.5′E,12 km,3.6,震度２
2022/12/10,23:41:50.1,埼玉県北部,36°03.4′N,139°23.4′E,67 km,3.1,震度１
2022/12/10,12:21:28.9,新島・神津島近海,34°27.2′N,139°16.4′E,10 km,3.6,震度２
2022/12/10,07:44:35.1,沖縄本島近海,27°26.8′N,128°40.1′E,42 km,3.9,震度２
2022/12/10,06:37:02.4,東京都２３区,35°39.4′N,139°43.2′E,119 km,4.1,震度２
2022/12/10,02:44:19.2,石川県能登地方,37°31.4′N,137°17.4′E,12 km,2.9,震度１
2022/12/09,17:33:25.5,茨城県北部,36°35.1′N,140°35.2′E,85 km,3.7,震度１
2022/12/09,05:58:06.7,石川県能登地方,37°31.2′N,137°17.4′E,12 km,4.1,震度３
2022/12/08,22:29:55.7,鹿児島湾,31°18.2′N,130°41.6′E,9 km,4.1,震度３
2022/12/08,19:09:25.1,茨城県南部,36°13.8′N,139°47.2′E,58 km,3.3,震度１
2022/12/08,18:47:26.8,父島近海,26°36.6′N,142°42.3′E,0 km,4.7,震度１
2022/12/08,12:56:45.3,宮城県沖,38°55.0′N,141°56.2′E,50 km,3.7,震度１
2022/12/08,07:51:58.3,橘湾,32°40.4′N,130°02.7′E,14 km,2.3,震度１
2022/12/07,23:48:56.4,福島県沖,37°02.3′N,141°09.7′E,19 km,4.0,震度２
2022/12/07,21:24:05.5,橘湾,32°40.3′N,130°03.2′E,14 km,2.9,震度２
2022/12/07,18:42:41.0,熊本県熊本地方,32°39.6′N,130°41.8′E,16 km,3.2,震度１
2022/12/07,16:26:36.4,奄美大島近海,28°32.9′N,129°45.2′E,31 km,3.7,震度１
2022/12/07,13:06:32.5,福島県沖,37°02.3′N,141°09.6′E,18 km,4.1,震度２
2022/12/07,05:39:53.0,茨城県沖,36°27.9′N,141°05.3′E,41 km,4.0,震度２
2022/12/06,11:41:00.6,福島県沖,36°57.0′N,141°03.9′E,50 km,3.0,震度１
2022/12/06,04:20:54.7,十勝地方南部,42°35.0′N,143°29.9′E,70 km,3.6,震度１
2022/12/06,03:30:54.8,福島県沖,37°41.4′N,141°39.2′E,60 km,3.7,震度１
2022/12/06,03:06:44.8,浦河沖,41°53.4′N,142°23.5′E,72 km,3.9,震度１
2022/12/06,00:20:55.5,青森県東方沖,41°03.1′N,142°23.1′E,48 km,4.6,震度２
2022/12/05,13:30:12.8,茨城県沖,36°15.7′N,140°54.8′E,45 km,3.4,震度１
2022/12/05,10:14:50.3,橘湾,32°40.3′N,130°03.0′E,14 km,3.4,震度３
2022/12/05,05:27:11.1,九州地方南東沖,31°23.8′N,132°27.9′E,53 km,4.4,震度１
2022/12/05,03:36:57.1,宮城県沖,38°53.3′N,141°58.2′E,49 km,3.7,震度２
2022/12/05,02:47:06.5,石川県能登地方,37°30.9′N,137°13.4′E,14 km,3.2,震度１
2022/12/04,11:29:27.3,日向灘,31°51.6′N,131°42.1′E,37 km,3.1,震度１
2022/12/04,09:29:01.9,群馬県南部,36°18.7′N,139°08.8′E,100 km,3.2,震度１
2022/12/04,03:13:51.3,石川県能登地方,37°31.0′N,137°15.4′E,14 km,2.7,震度１
2022/12/04,02:41:32.9,茨城県北部,36°52.8′N,140°21.2′E,92 km,3.3,震度１
2022/12/03,19:21:51.6,苫小牧沖,42°08.8′N,141°55.9′E,86 km,3.4,震度２
2022/12/03,02:36:57.7,渡島地方東部,41°51.5′N,140°37.9′E,7 km,1.8,震度１
2022/12/02,21:04:30.7,千葉県東方沖,35°23.8′N,140°27.8′E,58 km,3.8,震度２
2022/12/02,14:49:26.4,茨城県北部,36°38.7′N,140°36.4′E,9 km,2.9,震度２
2022/12/02,11:19:48.4,和歌山県南方沖,33°29.8′N,135°36.1′E,24 km,3.0,震度１
2022/12/02,10:37:30.3,徳島県南部,33°46.6′N,134°19.0′E,13 km,2.9,震度１
2022/12/02,08:44:36.9,奈良県,34°44.8′N,135°58.1′E,11 km,3.7,震度２
2022/12/01,22:37:56.2,鹿児島県薩摩地方,31°15.5′N,130°32.2′E,5 km,2.3,震度１
2022/12/01,03:10:27.9,岩手県沖,40°08.4′N,142°24.2′E,40 km,3.7,震度１
2022/11/30,17:07:02.2,石川県能登地方,37°27.2′N,137°08.6′E,14 km,4.4,震度３
2022/11/30,16:14:13.1,栃木県北部,36°44.5′N,139°25.2′E,3 km,2.6,震度１
2022/11/30,12:45:58.0,福島県沖,37°16.9′N,141°39.3′E,42 km,5.1,震度３
2022/11/30,06:34:07.8,福島県沖,37°30.6′N,141°20.2′E,52 km,4.2,震度２
2022/11/30,04:24:43.7,石川県能登地方,37°30.5′N,137°12.7′E,11 km,2.8,震度１
2022/11/30,00:57:17.9,沖縄本島近海,26°24.2′N,129°19.8′E,35 km,5.4,震度１
2022/11/29,09:27:46.3,沖縄本島近海,26°47.7′N,128°07.7′E,12 km,2.8,震度１
2022/11/29,08:20:42.2,富山県東部,36°27.7′N,137°37.1′E,1 km,3.3,震度１
2022/11/29,02:18:55.6,橘湾,32°40.0′N,130°03.0′E,14 km,2.0,震度１
2022/11/28,23:01:33.8,父島近海,26°29.8′N,142°54.7′E,4 km,4.6,震度１
2022/11/28,17:14:14.9,愛知県西部,34°58.8′N,137°14.3′E,42 km,2.7,震度１
2022/11/28,16:25:12.2,岩手県沖,40°20.6′N,142°02.6′E,52 km,3.6,震度２
2022/11/28,13:10:53.1,富山湾,37°26.3′N,137°20.2′E,6 km,1.6,震度１
2022/11/28,11:02:34.5,能登半島沖,37°32.1′N,137°13.7′E,13 km,2.6,震度１
2022/11/28,06:40:46.0,青森県東方沖,41°09.9′N,142°54.1′E,34 km,4.6,震度１
2022/11/27,19:03:36.5,茨城県沖,36°26.0′N,140°41.2′E,52 km,3.4,震度１
2022/11/27,15:41:19.5,留萌地方南部,44°02.9′N,141°45.7′E,4 km,2.3,震度１
2022/11/27,15:36:07.5,石川県能登地方,37°30.9′N,137°13.3′E,14 km,3.2,震度２
2022/11/27,15:30:58.0,石川県能登地方,37°30.9′N,137°13.2′E,14 km,2.9,震度１
2022/11/27,08:57:28.7,熊本県熊本地方,32°39.4′N,130°45.0′E,8 km,1.9,震度１
2022/11/27,01:06:40.7,千葉県東方沖,35°52.0′N,140°54.7′E,31 km,3.0,震度１
2022/11/26,21:58:13.1,能登半島沖,37°32.1′N,137°13.7′E,13 km,4.2,震度３
2022/11/26,20:12:29.2,根室半島南東沖,43°25.1′N,146°07.1′E,62 km,4.0,震度１
2022/11/26,18:32:18.4,長野県南部,35°53.3′N,138°07.5′E,8 km,2.8,震度１
2022/11/26,17:29:59.9,浦河沖,42°02.2′N,142°34.9′E,62 km,4.1,震度１
2022/11/26,14:43:59.8,父島近海,27°47.2′N,142°27.5′E,64 km,4.4,震度１
2022/11/26,12:25:59.4,福島県沖,37°40.6′N,141°39.4′E,61 km,4.0,震度１
2022/11/26,11:20:38.6,大阪府北部,34°53.0′N,135°35.6′E,12 km,3.1,震度１
2022/11/26,08:37:19.5,岐阜県飛騨地方,36°03.1′N,137°31.5′E,6 km,2.2,震度１
2022/11/26,02:01:51.7,茨城県沖,36°10.7′N,141°27.9′E,35 km,4.0,震度１
2022/11/25,16:04:29.2,遠州灘,34°23.4′N,137°36.1′E,330 km,4.8,震度１
2022/11/25,15:53:59.2,茨城県沖,36°25.5′N,141°06.7′E,40 km,3.6,震度１
2022/11/25,01:14:12.2,熊本県熊本地方,32°38.6′N,130°42.4′E,14 km,2.9,震度１
2022/11/24,21:17:45.9,熊本県熊本地方,32°38.2′N,130°42.3′E,14 km,2.5,震度１
2022/11/24,20:20:22.3,熊本県熊本地方,32°38.2′N,130°42.2′E,14 km,4.0,震度３
2022/11/24,13:51:27.2,秋田県内陸北部,40°02.1′N,140°32.4′E,7 km,2.7,震度１
2022/11/24,10:08:11.1,石川県能登地方,37°30.0′N,137°13.2′E,13 km,2.7,震度１
2022/11/24,05:13:54.9,能登半島沖,37°31.2′N,137°12.6′E,13 km,3.9,震度２
2022/11/24,04:34:29.4,千葉県北西部,35°51.8′N,140°17.2′E,46 km,4.2,震度２
2022/11/24,04:33:15.4,千葉県北西部,35°52.0′N,140°17.0′E,47 km,3.3,震度１
2022/11/24,03:10:43.6,トカラ列島近海,29°14.8′N,129°11.3′E,11 km,1.9,震度１
2022/11/24,02:25:20.8,後志地方西部,42°53.0′N,140°34.9′E,9 km,3.1,震度３
2022/11/24,01:52:26.2,八丈島東方沖,33°46.0′N,141°22.3′E,37 km,5.2,震度１
2022/11/24,01:26:55.1,北海道西方沖,44°12.7′N,140°09.9′E,258 km,4.7,震度１
2022/11/24,00:27:06.1,根室半島南東沖,43°05.2′N,145°34.6′E,87 km,3.4,震度１
2022/11/23,23:08:15.1,秋田県内陸北部,40°02.0′N,140°32.8′E,8 km,3.5,震度２
2022/11/23,17:32:50.8,徳島県北部,33°59.5′N,134°06.2′E,9 km,2.2,震度１
2022/11/23,15:56:08.0,福島県沖,37°52.5′N,141°37.7′E,49 km,3.8,震度１
2022/11/23,11:33:36.9,父島近海,26°51.9′N,142°37.1′E,65 km,不明,震度１
2022/11/23,11:27:39.5,父島近海,27°19.2′N,141°16.0′E,150 km,3.6,震度１
2022/11/23,03:09:09.9,青森県津軽北部,40°43.2′N,140°49.2′E,5 km,3.3,震度１
2022/11/22,21:31:07.0,石川県能登地方,37°27.6′N,137°09.2′E,11 km,2.9,震度１
2022/11/22,16:32:07.2,長野県南部,35°56.2′N,138°06.0′E,5 km,2.8,震度２
2022/11/22,15:58:41.4,石川県能登地方,37°30.1′N,137°14.0′E,11 km,3.1,震度１
2022/11/22,12:03:07.9,トカラ列島近海,29°09.0′N,129°13.2′E,14 km,2.7,震度１
2022/11/22,10:24:46.9,豊後水道,33°21.3′N,132°12.1′E,46 km,3.7,震度２
2022/11/22,10:00:58.6,トカラ列島近海,29°08.7′N,129°08.1′E,12 km,3.0,震度１
2022/11/22,07:23:32.0,静岡県西部,34°43.9′N,137°55.9′E,28 km,2.6,震度１
2022/11/21,13:25:36.0,鳥島近海,29°12.6′N,139°45.5′E,425 km,5.7,震度１
2022/11/21,05:19:06.6,福島県沖,37°03.9′N,141°11.8′E,49 km,4.3,震度３
2022/11/21,05:09:26.4,根室半島南東沖,43°24.6′N,146°20.3′E,54 km,3.4,震度１
2022/11/20,18:17:25.3,釧路沖,42°55.0′N,144°43.1′E,57 km,4.8,震度３
2022/11/20,17:34:18.0,和歌山県南部,33°49.3′N,135°39.7′E,53 km,3.9,震度２
2022/11/20,12:06:09.0,島根県東部,35°18.2′N,133°17.8′E,8 km,3.1,震度２
2022/11/20,02:55:49.8,徳島県南部,33°54.4′N,134°22.9′E,7 km,2.7,震度１
2022/11/19,23:34:54.2,富山湾,37°26.3′N,137°19.7′E,6 km,2.5,震度３
2022/11/19,22:44:57.2,富山湾,37°26.4′N,137°19.3′E,5 km,2.3,震度２
2022/11/19,21:34:38.4,福島県中通り,37°17.1′N,140°00.0′E,9 km,2.3,震度１
2022/11/19,20:51:53.4,千葉県東方沖,35°26.3′N,140°27.7′E,56 km,3.0,震度１
2022/11/19,16:43:47.3,瀬戸内海中部,34°02.4′N,133°03.0′E,15 km,2.9,震度１
2022/11/19,15:30:23.5,トカラ列島近海,29°17.0′N,129°15.1′E,13 km,2.1,震度１
2022/11/19,13:35:19.9,熊本県阿蘇地方,33°01.3′N,131°08.4′E,7 km,2.6,震度１
2022/11/19,13:29:32.7,富山湾,37°26.2′N,137°20.3′E,5 km,1.7,震度１
2022/11/19,13:21:25.2,富山湾,37°26.2′N,137°20.4′E,6 km,1.8,震度１
2022/11/19,09:55:01.6,長野県中部,36°18.5′N,138°01.1′E,7 km,2.2,震度１
2022/11/19,02:34:33.8,富山湾,37°26.1′N,137°20.0′E,5 km,1.6,震度１
2022/11/19,01:28:45.0,紀伊水道,34°11.0′N,135°09.1′E,5 km,3.5,震度２
2022/11/19,01:00:35.1,紀伊水道,34°10.9′N,135°09.0′E,5 km,2.9,震度１
2022/11/19,00:53:38.5,紀伊水道,34°10.9′N,135°08.9′E,5 km,3.8,震度２
2022/11/18,03:33:11.6,根室半島南東沖,43°09.8′N,146°05.4′E,45 km,3.3,震度１
2022/11/18,02:35:19.3,宮城県沖,38°08.8′N,141°44.9′E,56 km,4.1,震度３
2022/11/17,21:43:29.6,千葉県北西部,35°39.5′N,140°04.5′E,72 km,4.3,震度３
2022/11/17,16:05:35.9,宮城県沖,38°20.3′N,141°51.8′E,62 km,3.6,震度１
2022/11/17,09:28:20.2,青森県東方沖,40°43.8′N,142°25.2′E,64 km,5.0,震度３
2022/11/17,06:03:28.8,トカラ列島近海,29°16.0′N,129°11.9′E,15 km,2.0,震度１
2022/11/16,23:26:33.3,宮崎県北部平野部,32°09.3′N,131°28.5′E,44 km,2.5,震度１
2022/11/16,19:04:44.9,与那国島近海,24°19.9′N,122°59.0′E,47 km,3.3,震度１
2022/11/16,15:59:14.0,広島県南西部,34°26.8′N,132°40.7′E,31 km,3.0,震度１
2022/11/15,10:55:14.0,富山湾,37°26.2′N,137°20.6′E,6 km,1.4,震度１
2022/11/15,08:54:46.1,岩手県沿岸南部,39°22.7′N,141°53.1′E,57 km,3.1,震度１
2022/11/15,08:09:46.6,福島県沖,37°50.3′N,141°36.7′E,50 km,3.8,震度１
2022/11/15,06:21:40.3,石川県能登地方,37°30.8′N,137°14.8′E,11 km,2.7,震度１
2022/11/15,05:00:46.0,長野県北部,36°57.1′N,138°29.1′E,10 km,2.2,震度１
2022/11/14,22:27:58.8,石川県能登地方,37°31.1′N,137°15.5′E,12 km,4.2,震度４
2022/11/14,17:08:25.4,三重県南東沖,33°50.4′N,137°25.4′E,362 km,6.4,震度４
2022/11/14,15:08:46.8,北海道東方沖,43°15.7′N,146°51.6′E,43 km,4.1,震度１
2022/11/14,06:29:48.6,千葉県南部,35°08.2′N,140°08.7′E,15 km,2.6,震度１
2022/11/14,06:14:56.2,千葉県南部,35°08.6′N,140°08.2′E,15 km,2.9,震度１
2022/11/13,17:16:48.6,択捉島南東沖,44°01.1′N,147°48.8′E,0 km,5.0,震度１
2022/11/13,11:55:37.9,石川県能登地方,37°31.6′N,137°18.6′E,13 km,2.6,震度１
2022/11/12,16:27:05.0,岩手県内陸北部,40°08.3′N,141°07.5′E,9 km,2.8,震度１
2022/11/12,03:02:08.7,小笠原諸島西方沖,27°40.7′N,140°38.6′E,462 km,4.9,震度１
2022/11/12,02:32:24.7,沖縄本島近海,25°04.4′N,128°52.1′E,57 km,5.2,震度１
2022/11/11,14:28:47.1,茨城県南部,36°11.8′N,140°01.3′E,52 km,3.7,震度３
2022/11/10,12:27:28.3,石川県能登地方,37°29.7′N,137°13.0′E,13 km,3.0,震度１
2022/11/10,10:22:55.4,千葉県東方沖,35°32.2′N,141°00.4′E,33 km,3.8,震度２
2022/11/10,09:50:45.3,和歌山県南部,33°52.2′N,135°28.9′E,46 km,3.3,震度１
2022/11/10,02:47:18.4,茨城県南部,36°11.4′N,140°01.7′E,51 km,3.4,震度２
2022/11/09,22:51:57.8,茨城県南部,36°02.2′N,140°05.4′E,63 km,3.5,震度１
2022/11/09,17:40:12.5,茨城県南部,36°11.1′N,140°01.6′E,51 km,4.9,震度５強
2022/11/09,12:37:25.7,日向灘,31°42.4′N,131°47.4′E,34 km,4.3,震度２
2022/11/09,09:18:47.7,宮城県沖,38°27.3′N,141°53.3′E,55 km,4.0,震度１
2022/11/09,05:28:59.1,奄美大島近海,27°58.6′N,129°09.4′E,17 km,3.2,震度１
2022/11/09,02:38:10.6,宮古島近海,24°49.2′N,125°22.7′E,49 km,3.9,震度２
2022/11/08,17:38:53.7,石川県能登地方,37°30.1′N,137°12.6′E,13 km,3.0,震度１
2022/11/08,14:14:00.9,トカラ列島近海,29°37.6′N,129°45.7′E,8 km,3.6,震度３
