#START7777
#--------------------------------------------------------------------------------------------------
#  지진정보  [입력인수형태][예] ?tm=201108070100&disp=1&help=1
#--------------------------------------------------------------------------------------------------
#  1. TP     : 3(국내지진통보), 2(국외지진정보)
#  2. TM_FC  : 발표시간
#  3. SEQ    : 발표일련번호
#  4. TM_EQK : 진앙시(년월일시분초)
#  5. MSC    : 진앙시(초 미만)
#  6. MT     : 규모
#  7. LAT    : 진앙 위도 (deg.)
#  8. LON    : 진앙 경도 (deg.)
#  9. LOC    : 진앙 위치
# 10. INT    : 진도
# 11. REM    : 참고사항
# 12. COR    : 수정사항
#--------------------------------------------------------------------------------------------------
#TP        TM_FC SEQ         TM_EQK.MSC  MT       LAT       LON LOC,INT,REM,COR,=
  2 201812150116 129 20181215010300.000 5.9   26.7000  141.2000 일본 시즈오카현(혼슈) 시즈오카 남남동쪽 959km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 201812160631 142 20181216062105.000 5.6   23.7400  121.9000 대만 화롄 동남동쪽 43km 해역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
  2 201812161905 148 20181216184237.000 6.1   -3.9000  140.2800 인도네시아 아베푸라 남남서쪽 144km 지역,,국내영향없음.\n위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 201812170219 150 20181217021627.000 2.2   36.5300  129.6500 경북 영덕군 동북동쪽 28km 해역,최대진도 Ⅱ(경북),지진피해 없을 것으로 예상됨,,=
  3 201812201326 207 20181220132324.000 2.0   35.8800  129.6900 경북 포항시 남구 동남동쪽 33km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  2 201812210226 214 20181221020154.000 7.4   55.1100  164.7100 러시아 클류치 남동쪽 278km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 201812211609 229 20181221160612.000 2.7   35.7600  127.9500 경남 거창군 북북동쪽 9km 지역,최대진도 Ⅲ(경남,경북,전북),Ⅱ(대구,충북),,,=
  2 201812222349 242 20181222232502.000 6.0  -13.4400  166.6900 바누아투 솔라 서북서쪽 105km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 201812270313 285 20181227031048.000 2.0   36.9900  128.8900 경북 봉화군 북동쪽 18km 지역,최대진도 Ⅱ(강원,경북),지진피해 없을 것으로 예상됨,,=
  2 201812291301 308 20181229123912.000 7.2    5.8000  126.9000 필리핀 민다나오섬 디고스시티 남동쪽 203km 해역,,국내영향없음.\n위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 201812300414 320 20181230040800.000 5.4   42.3000  143.1000 일본 홋카이도 구시로 남서쪽 129km 지역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  3 201901010653 384 20190101064951.000 3.1   36.5300  129.6600 경북 영덕군 동북동쪽 29km 해역,최대진도 null,,,=
  3 201901020849  27 20190102072029.000 2.8   41.3000  129.2100 북한 함경북도 길주 북북서쪽 40km 지역,최대진도 null,자연지진이며, 유발지진으로 추정됨.\n6차 북핵위치로부터 동쪽으로 약 11km 지역.\n한국지질자원연구원과 공동으로 분석한 결과임.,,=
  3 201901021316  30 20190102131227.000 2.2   36.7700  128.3100 경북 문경시 북북동쪽 23km 지역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  2 201901031816  50 20190103181000.000 5.0   33.0000  130.6000 일본 구마모토현(규슈) 구마모토 북북서쪽 24km 지역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 201901060453  92 20190106042538.000 6.8   -8.1400  -71.5700 브라질 타라우아카 서쪽 89km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 201901060812  94 20190106075400.000 5.6   26.5000  144.9000 일본 지바현(혼슈) 지바 남남동쪽 1110km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 201901070240 109 20190107022722.000 7.0    2.2000  126.7000 인도네시아 토벨로 서북서쪽 154km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 201901082148 157 20190108213900.000 5.9   30.6000  131.3000 일본 가고시마현(규슈) 가고시마 남남동쪽 131km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  3 201901090314 159 20190109031023.000 3.7   37.3700  124.2300 인천 옹진군 백령도 남남서쪽 76km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  3 201901100534 199 20190110053105.000 2.5   35.7900  129.2000 경북 경주시 남남서쪽 5km 지역,최대진도 Ⅳ(경북,울산),Ⅱ(경남),,,=
  3 201901132112 290 20190113210920.000 2.0   37.0200  127.9300 충북 충주시 북쪽 3km 지역,최대진도 Ⅲ(충북),Ⅱ(강원),지진피해 없을 것으로 예상됨,,=
  3 201901172137 390 20190117213402.000 2.7   33.9400  127.6200 전남 여수시 거문도 동남동쪽 30km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  2 201901182153 420 20190118214600.000 5.3   35.9000  140.5000 일본 지바현(혼슈) 지바 북동쪽 48km 지역,,국내영향없음.\n위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 201901261729 661 20190126172300.000 5.7   40.3000  142.4000 일본 이와테현(혼슈) 모리오카 동북동쪽 125km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 201901301429 774 20190130142135.000 5.7   23.7300  122.4000 대만 화롄 동남동쪽 90km 해역,,국내영향없음.\n위 자료는 대만기상국(CWB) 분석결과임.,,=
  3 201901312000 803 20190131195745.000 2.2   36.5300  129.6600 경북 영덕군 동북동쪽 29km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  2 201902020138 825 20190202011413.000 6.6   14.7600  -92.3000 멕시코 치아파스 타파출라 남쪽 16km 지역,,국내영향없음.\n위 자료는 미지질조사소(USGS) 분석결과임.,,=
 14 201902101254  35 20190210125336.000 4.0   36.1600  130.0000 경북 포항시 북구 동북동쪽 58km 해역,최대진도 Ⅱ(경북,울산),위 정보는 이동속도가 빠른 지진파(P파)만을 이용하여 자동 추정한 정보임.
수동으로 분석한 정보는 지진정보로 추가 발표할 예정임,,=
  3 201902101256  35 20190210125338.000 4.1   36.1600  129.9000 경북 포항시 북구 동북동쪽 50km 해역,최대진도 Ⅲ(경북,울산),Ⅱ(강원,경남,대구,부산),,,=
  3 201902101414  41 20190210141238.000 2.5   36.1600  129.8500 경북 포항시 북구 동북동쪽 45km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  3 201902130548 134 20190213051613.000 2.7   38.9000  125.8600 북한 평양 남동쪽 17km 지역,최대진도 Ⅰ,자연지진으로 분석됨,,=
  3 201902172223 239 20190217221901.000 2.6   33.2900  126.2500 제주 서귀포시 서쪽 29km 지역,최대진도 Ⅲ(제주),,,=
  2 201902172356 256 20190217233556.000 6.4   -3.3900  152.1100 파푸아뉴기니 나마타나이 북서쪽 47km 지역,,국내영향없음\n위 자료는 미지질조사소(USGS) 분석결과임,,=
  3 201902180536 277 20190218053310.000 2.4   36.7200  128.4100 경북 예천군 북북서쪽 8km 지역,최대진도 Ⅱ(경북,충북),지진피해 없을 것으로 예상됨,,=
  3 201902202217 359 20190220221447.000 2.9   36.5100  125.5000 충남 태안군 서격렬비도 남남서쪽 12km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  2 201902212128 403 20190221212200.000 5.7   42.8000  142.0000 일본 홋카이도 삿포로 동남동쪽 60km 지역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 201902221933 436 20190222191724.000 7.7   -2.3000  -76.9000 에콰도르 팔로라 동남동쪽 132km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 201902250933 496 20190225093034.000 2.9   36.7700  129.0300 경북 영양군 북북서쪽 14km 지역,최대진도 Ⅲ(경북),Ⅱ(강원,충북),지진피해 없을 것으로 예상됨,,=
  3 201902272124 185 20190227212235.000 2.2   37.3100  124.7400 인천 옹진군 백령도 남쪽 72km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  2 201903011815 190 20190301175041.000 7.0  -14.6800  -70.1300 페루 아장가로 북북동쪽 27km 지역 ,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 201903031506 196 20190303142557.000 2.5   39.6300  127.1200 북한 함경남도 금야 북서쪽 15km 지역,최대진도 Ⅰ,자연지진으로 분석됨,,=
  3 201903091510 214 20190309150645.000 2.0   36.8200  128.7300 경북 봉화군 남쪽 8km 지역,최대진도 Ⅱ(강원,경북,충북),지진피해 없을 것으로 예상됨,,=
  2 201903110216 218 20190311021100.000 5.9   36.8000  142.5000 일본 이바라키현(혼슈) 미토 동북동쪽 188km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  3 201903110430 220 20190311042700.000 2.4   33.4700  126.4000 제주 제주시 서남서쪽 13km 지역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  2 201903130532 228 20190313051900.000 5.1   24.9700  121.8700 대만 타이베이 동남동쪽 33km 지역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
  3 201903131222 230 20190313122020.000 2.4   33.6300  126.9300 제주 제주시 동북동쪽 40km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  2 201903151519 237 20190315140350.000 6.3  -17.8600  -65.8900 볼리비아 클리자 남쪽 28km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 201903171931 244 20190317192800.000 2.3   36.3400  127.8700 충북 옥천군 동쪽 27km 지역,최대진도 Ⅱ(경북,대전,충남,충북),지진피해 없을 것으로 예상됨,,=
  3 201903190541 248 20190319053106.000 2.2   38.0100  126.0000 북한 황해남도 해주 동쪽 25km 지역,최대진도 Ⅰ,자연지진으로 분석됨,,=
  3 201903210537 260 20190321044105.000 2.8   41.3100  129.0800 북한 함경북도 길주 북북서쪽 45km 지역,,자연지진이며, 유발지진으로 추정됨.
6차 북핵위치로부터 북쪽으로 1km 지역.
,,=
  3 201903210723 262 20190321071335.000 2.7   37.5600  125.2000 북한 황해남도 옹진 남남서쪽 43km 해역,최대진도 Ⅰ,자연지진으로 분석됨,,=
  2 201903240508 270 20190324042116.000 6.1    4.5600  -76.2800 콜롬비아 보고타 서쪽 246km 지역,,- 국내영향없음. 
- 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 201903270651 279 20190327062719.000 6.0   66.3200 -156.9400 알라스카 코북 남쪽 66km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 201903281625 285 20190328162156.000 2.2   33.6200  126.9400 제주 제주시 동북동쪽 40km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  2 201903302046 291 20190330202044.000 6.1   -5.6700  151.0900 파푸아뉴기니 킴베 동쪽 105km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 201904031104 303 20190403105255.000 5.6   22.9500  120.8500 대만 타이둥 서북서쪽 38km 지역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
  2 201904041112 307 20190404105655.000 5.2   22.9700  120.8800 대만 타이둥 북서쪽 37km 지역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
  2 201904051908 311 20190405185700.000 5.9   30.5000  139.5000 일본 시즈오카현(혼슈) 시즈오카 남남동쪽 508km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 201904081319 320 20190408131300.000 5.5   26.4000  129.6000 일본 오키나와현 오키나와 동쪽 193km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 201904111724 330 20190411171800.000 6.0   40.4000  143.4000 일본 이와테현(혼슈) 모리오카 동북동쪽 206km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 201904121641 334 20190412163100.000 5.6   26.0000  141.5000 일본 시즈오카현(혼슈) 시즈오카 남남동쪽 1042km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 201904181410 347 20190418140107.000 6.1   24.0600  121.5400 대만 화롄 북쪽 12km 지역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
 14 201904191117 350 20190419111642.000 4.2   37.8800  129.5600 강원 동해시 북동쪽 56km 해역,최대진도 Ⅱ(강원,경북),위 정보는 이동속도가 빠른 지진파(P파)만을 이용하여 자동 추정한 정보임.
수동으로 분석한 정보는 지진정보로 추가 발표할 예정임,,=
  3 201904191121 351 20190419111643.000 4.3   37.8800  129.5400 강원 동해시 북동쪽 54km 해역,최대진도 Ⅳ(강원),Ⅲ(경북),Ⅱ(경기,충북),위의 정보는 2019년 4월 19일 11시 17분에 발표한 지진속보 정보를 수동으로 분석한 상세정보임
향후, 여진 등에 대한 정보를 참고하시기 바람,,=
 14 201904220546 362 20190422054518.000 4.0   36.8600  129.8600 경북 울진군 동남동쪽 43km 해역,최대진도 Ⅲ(경북),Ⅱ(강원),위 정보는 이동속도가 빠른 지진파(P파)만을 이용하여 자동 추정한 정보임.
수동으로 분석한 정보는 지진정보로 추가 발표할 예정임,,=
  3 201904220549 363 20190422054519.000 3.8   36.8600  129.8000 경북 울진군 동남동쪽 38km 해역,최대진도 Ⅲ(강원,경북),Ⅱ(충북),위의 정보는 2019년 4월 22일 5시 46분에 발표한 지진조기경보[지진속보] 정보를 수동으로 분석한 상세정보임
향후, 여진 등에 대한 정보를 참고하시기 바람,,=
  2 201904221832 365 20190422181114.000 6.3   14.9400  120.4900 필리핀 마닐라 북서쪽 65km 지역,,국내영향없음.
위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 201904231458 369 20190423143757.000 6.6   11.9000  125.2000 필리핀 사마르섬 타크로반 북북동쪽 75km 지역,,국내영향없음.
위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 201904240553 371 20190424051550.000 6.1   28.4600   94.5600 인도 아루나찰프라데시 알롱 북북서 38km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 201904270113 378 20190427011006.000 2.5   33.7900  126.0900 제주 제주시 북서쪽 52km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  2 201904280231 382 20190428022500.000 5.6   42.5000  142.9000 일본 홋카이도 구시로 서남서쪽 132km 지역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  3 201905040547 402 20190504054315.000 2.4   37.4200  124.5600 인천 옹진군 백령도 남쪽 60km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  3 201905051659 409 20190505165704.000 2.1   36.5500  129.5400 경북 영덕군 북동쪽 22km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  2 201905070634 413 20190507061937.000 7.1   -6.9800  146.4000 파푸아뉴기니 불롤로 북서쪽 37km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 201905100749 422 20190510074300.000 5.6   31.8000  132.0000 일본 미야자키현(규슈) 미야자키 동남동쪽 56km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 201905100854 424 20190510084800.000 6.3   31.8000  132.1000 일본 미야자키현(규슈) 미야자키 동쪽 65km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  3 201905101608 428 20190510160558.000 2.0   36.5600  129.6400 경북 영덕군 동북동쪽 29km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  3 201905132353 437 20190513235038.000 2.4   33.3500  127.1700 제주 서귀포시 동쪽 58km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  2 201905142214 441 20190514215826.000 7.7   -4.2100  152.4800 파푸아뉴기니 코코포 동북동쪽 28km 해역 ,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 201905151433 444 20190515142400.000 5.5   29.7000  130.7000 일본 가고시마현(규슈) 가고시마 남쪽 211km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  3 201905160049 447 20190516003545.000 3.3   39.1500  126.4700 북한 평안남도 양덕 서남서쪽 16km 지역,최대진도 Ⅰ,자연지진으로 분석됨
지진피해 없을 것으로 예상됨,,=
  3 201905171127 452 20190517110833.000 2.4   38.3700  126.3000 북한 황해북도 평산 서북서쪽 9km 지역,최대진도 Ⅰ,자연지진으로 분석됨,,=
  2 201905180814 458 20190518073748.000 6.0   -4.5800  153.0100 파푸아뉴기니 타론 남남서쪽 12km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 201905251528 477 20190525152000.000 5.1   35.3000  140.3000 일본 지바현(혼슈) 지바 남남동쪽 38km 지역,,국내영향없음.
위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 201905261703 480 20190526164114.000 8.0   -5.8100  -75.2400 페루 라구나스 남동쪽 80km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 201906020524 499 20190602051400.000 5.7   23.5000  143.1000 일본 시즈오카현(혼슈) 시즈오카 남남동쪽 1355km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 201906041349 506 20190604134000.000 6.1   29.1000  139.8000 일본 시즈오카현(혼슈) 시즈오카 남쪽 667km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 201906041856 507 20190604184619.000 5.6   22.8500  121.5900 대만 화롄 남쪽 122km 해역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
  3 201906112323 526 20190611231853.000 2.5   35.7600  129.1900 경북 경주시 남남서쪽 9km 지역,최대진도 Ⅲ(경북,울산),Ⅱ(경남),9.12 지진의 여진임. 
피해 없을 것으로 예상됨.,,=
  3 201906152210 542 20190615220711.000 2.2   35.7100  126.3600 전북 부안군 서쪽 34km 해역,최대진도 Ⅲ(전북),,,=
  2 201906160822 544 20190616075502.000 7.4  -30.8200 -178.0800 뉴질랜드 북섬 오클랜드 북동쪽 975km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 201906170813 547 20190617080000.000 5.2   36.5000  140.6000 일본 이바라키현(혼슈) 미토 북동쪽 19km 지역,,국내영향없음.
위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 201906180025 549 20190617235500.000 6.0   28.3400  104.9000 중국 충칭 남서쪽 210km 지역 ,,국내영향없음. 위 자료는 중국지진청(CEA) 분석결과임.,,=
  2 201906182233 553 20190618222200.000 6.8   38.6000  139.5000 일본 아마가타현(혼슈) 야마가타 서북서쪽 83km 해역,,위 자료는 일본기상청(JMA) 분석결과임.
일본 진앙지 주변 해안으로 약 1m의 해일주의보를 발표하였음,,=
  2 201906200245 558 20190620022449.000 6.3   -2.2500  138.4000 인도네시아 아베푸라 서쪽 245km 지역,,국내영향없음.
위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 201906211344 563 20190621132041.000 2.5   38.8100  125.6800 북한 황해북도 송림 북북동쪽 9km 지역,최대진도 Ⅰ,자연지진으로 분석됨
지진피해 없을 것으로 예상됨,,=
  3 201906220550 567 20190622054359.000 2.7   38.8100  125.7100 북한 황해북도 송림 북동쪽 10km 지역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨
자연지진으로 분석됨,,=
  3 201906220557 568 20190622054936.000 3.4   38.8100  125.7000 북한 황해북도 송림 북동쪽 10km 지역,최대진도 Ⅰ,자연지진으로 분석됨
지진피해 없을 것으로 예상됨,,=
  3 201906230543 573 20190623052622.000 3.4   38.8100  125.7000 북한 황해북도 송림 북동쪽 10km 지역,최대진도 Ⅰ,자연지진으로 분석됨
지진피해 없을 것으로 예상됨,,=
  3 201906231337 575 20190623131509.000 2.4   38.7500  125.7300 북한 황해북도 송림 동쪽 8km 지역,최대진도 Ⅰ,자연지진으로 분석됨
지진피해 없을 것으로 예상됨,,=
  3 201906231845 577 20190623184115.000 2.4   36.6900  128.4100 경북 예천군 북서쪽 5km 지역,최대진도 Ⅲ(경북,충북),,,=
  2 201906240917 580 20190624091100.000 5.5   34.9000  140.0000 일본 가나가와현(혼슈) 요코하마 남남동쪽 69km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 201906241035 581 20190624100528.000 6.1   -2.8600  138.4900 인도네시아 아베푸라 서쪽 233km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 201906241211 582 20190624115340.000 7.3   -6.3900  129.2200 인도네시아 말루쿠주 암본 남남동쪽 319km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 201906261446 588 20190626142348.000 6.3    8.4300  -82.7900 파나마 파나마시티 서쪽 370km 지역,,-국내영향없음.
-위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 201906271528 592 20190627151951.000 3.9   38.8000  125.6900 북한 황해북도 송림 북동쪽 9km 지역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨
자연지진으로 분석됨,,=
  3 201906271547 593 20190627153727.000 2.5   38.8000  125.7100 북한 황해북도 송림 북동쪽 10km 지역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨
자연지진으로 분석됨,,=
  3 201906271558 594 20190627153945.000 2.3   38.7700  125.7100 북한 황해북도 송림 동북동쪽 8km 지역,최대진도 Ⅰ,자연지진으로 분석됨
지진피해 없을 것으로 예상됨,,=
  2 201906300456 600 20190630044412.000 5.7   22.2900  122.4200 대만 화롄 남남동쪽 205km 해역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
  3 201907022055 612 20190702205151.000 2.7   35.8800  129.6900 경북 포항시 남구 동남동쪽 33km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  2 201907050255 617 20190705023348.000 6.4   35.7100 -117.5100 미국 캘리포니아 로스앤젤레스 북북동쪽 195km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 201907061258 622 20190706121952.000 7.1   35.7700 -117.6100 미국 캘리포니아 로스앤젤레스 북북동쪽 200km 지역 ,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 201907081413 628 20190708140443.000 2.3   37.9100  129.5700 강원 동해시 북동쪽 59km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  3 201907100221 634 20190710015540.000 2.1   38.7000  125.7300 북한 황해북도 송림 동남동쪽 9km 지역,최대진도 Ⅰ,자연지진으로 분석됨
지진피해 없을 것으로 예상됨,,=
  2 201907131003 645 20190713095800.000 5.9   29.3000  128.1000 일본 오키나와현 오키나와 북쪽 346km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 201907141843 648 20190714181050.000 7.3   -0.5300  128.0900 인도네시아 할마헤라 남남동쪽 200km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  2 201907151744 651 20190715172135.000 6.2   -5.9900  149.5500 파푸아뉴기니 칸드리안 북쪽 25km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
  3 201907200041 663 20190720003840.000 2.0   36.3300  128.0800 경북 상주시 남서쪽 11km 지역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
 14 201907211105 668 20190721110418.000 3.9   36.5000  128.1100 경북 상주시 북북서쪽 11km 지역,최대진도 Ⅴ(경북),Ⅲ(충북),Ⅱ(대전,세종,전북,충남),위 정보는 이동속도가 빠른 지진파(P파)만을 이용하여 자동 추정한 정보임.
수동으로 분석한 정보는 지진정보로 추가 발표할 예정임,,=
  3 201907211108 669 20190721110418.000 3.9   36.5000  128.1000 경북 상주시 북북서쪽 11km 지역,최대진도 Ⅳ(경북,충북),Ⅲ(대전,세종,전북),Ⅱ(강원,경기,경남,대구,충남),위의 정보는 2019년 7월 21일 11시 05분에 발표한 지진속보를 수동으로 분석한 상세정보임
향후, 여진 등에 대한 정보를 참고하시기 바람,,=
  3 201907220118 673 20190722011545.000 2.0   35.8200  125.5600 전북 군산시 어청도 남서쪽 50km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  3 201907250150 684 20190725014609.000 2.7   37.3700  129.8500 경북 울진군 북동쪽 58km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  2 201907280343 692 20190728033100.000 6.5   33.0000  137.4000 일본 미에현(혼슈) 남동쪽 208km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 201907300543 697 20190730053800.000 6.0   32.9000  140.8000 일본 가나가와현(혼슈) 요코하마 남남동쪽 302km 해역,,국내영향없음. 
위 자료는 일본기상청(JMA) 분석결과임.,,=
  3 201907300547 699 20190730054515.000 2.1   35.0000  128.3000 경남 고성군 북서쪽 4km 지역,최대진도 Ⅱ(경남),지진피해 없을 것으로 예상됨.,,=
  2 201908041929 713 20190804192300.000 6.2   37.7000  141.7000 일본 미야기현(혼슈) 센다이 남동쪽 96km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  2 201908080639 722 20190808062800.000 6.0   24.4300  121.9100 대만 화롄 북동쪽 65km 해역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
  3 201908092005 726 20190809193043.000 2.2   39.3200  124.6500 북한 평안북도 철산 남쪽 50km 해역,최대진도 Ⅰ,자연지진으로 분석됨,,=
  3 201908102249 730 20190810224557.000 2.3   33.7800  126.9200 전남 여수시 거문도 남서쪽 45km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  3 201908111823 732 20190811181950.000 2.1   37.9700  124.6300 인천 옹진군 백령도 서북서쪽 5km 지역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  2 201908151439 742 20190815143300.000 5.4   40.8000  141.4000 일본 아오모리현(혼슈) 아오모리 동쪽 55km 지역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  3 201908201038 755 20190820103452.000 2.8   33.5700  124.8100 전남 신안군 흑산도 남남서쪽 135km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  3 201908231954 762 20190823195048.000 2.7   37.9600  124.6900 인천 옹진군 백령도 북동쪽 1km 지역,최대진도 Ⅲ(인천),지진피해 없을 것으로 예상됨,,=
  2 201908241400 764 20190824135300.000 5.5   37.4000  142.5000 일본 미야기현(혼슈) 센다이 남동쪽 173km 해역,,국내영향없음.
위 자료는 일본기상청(JMA) 분석결과임.,,=
  3 201908281425 776 20190828142229.000 2.5   36.2400  130.0100 경북 영덕군 동남동쪽 61km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  2 201908290854 779 20190829084600.000 6.1   41.0000  143.1000 일본 아오모리현(혼슈) 아오모리 동쪽 199km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
  3 201909011322 786 20190901125834.000 2.3   39.5100  126.1000 북한 평안남도 개천 남동쪽 27km 지역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨.
자연지진으로 분석됨.,,=
  3 201909072340 806 20190907233806.000 2.0   35.4800  129.5400 울산 동구 동남동쪽 12km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  3 201909110455 815 20190911045207.000 2.0   38.1300  127.0900 경기 연천군 북북동쪽 4km 지역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
  3 201909191823 836 20190919181905.000 2.6   33.6100  125.0100 전남 신안군 흑산도 남남서쪽 123km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
